ATMN,24.66,24.59,24.64,2023400.0,,,,2000.0,1620000.0,,6000.0,2000.0,668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-06 10:38:39.135165
WNTR,25.09,25.09,25.12,1749800.0,770.0,,828.0,2000.0,1805900.0,,250.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-06 10:38:39.135165
SPNG,25.07,24.97,25.02,6000.0,679.0,469.0,6000.0,1629000.0,2000.0,6000.0,599.0,1769900.0,469.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-06 10:38:40.197375
SMMR,25.12,25.12,25.13,6000.0,740.0,,6000.0,1670900.0,4000.0,,646.0,2114500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-06 10:38:40.197375
ATMN,25.1,25.1,25.13,,710.0,,,1875800.0,2000.0,,,2044100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-06 10:38:40.197375
WNTR,25.31,25.31,25.35,,770.0,1823.0,,1672800.0,4000.0,,,1766300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-06 10:38:40.197375
SPNG,25.2,25.2,25.49,1731600.0,2250.0,1408.0,666.0,2070500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-06 10:38:41.275752
SMMR,25.06,25.08,25.13,2008000.0,250.0,,,2208800.0,4000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-06 10:38:41.275752
ATMN,25.01,25.01,25.13,1657900.0,6000.0,,710.0,2039800.0,2000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-06 10:38:41.275752
WNTR,25.38,25.14,25.18,1588000.0,250.0,,770.0,1649900.0,4000.0,6000.0,6000.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-06 10:38:41.275752
SPNG,25.5,24.87,25.08,6000.0,679.0,1953500.0,6000.0,1987300.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-06 10:38:42.352052
SMMR,25.19,25.12,25.19,6000.0,723.0,1779900.0,,2096000.0,4000.0,911.0,911.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-06 10:38:42.352052
ATMN,24.98,25.04,25.13,6000.0,710.0,1661500.0,,1832800.0,2000.0,1620.0,,710.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-06 10:38:42.352052
WNTR,25.2,25.22,25.31,,770.0,1794500.0,,1649900.0,4000.0,,,668.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-06 10:38:42.352052
SPNG,24.57,24.71,25.08,2000.0,2086000.0,6000.0,1987300.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-06 10:38:42.908413
SMMR,25.09,25.11,25.2,2000.0,1911400.0,,2219400.0,911.0,6000.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-06 10:38:42.908413
ATMN,25.04,24.98,25.04,,1661500.0,,1772600.0,810.0,6000.0,6000.0,710.0,710.0,810.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-06 10:38:42.908413
WNTR,25.22,25.22,25.38,2000.0,1711200.0,,1775400.0,997.0,6000.0,6000.0,,,997.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-06 10:38:42.908413
SPNG,24.57,24.94,25.08,1613600.0,500.0,250.0,896.0,2000.0,679.0,6000.0,610.0,896.0,1776600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-06 10:38:43.992753
SMMR,25.2,25.06,25.08,1893200.0,6000.0,6000.0,1913.0,,723.0,,,1913.0,2132400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-06 10:38:43.992753
ATMN,25.03,24.98,24.99,1687500.0,6000.0,6000.0,1620.0,,710.0,,710.0,,1857000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-06 10:38:43.992753
WNTR,25.22,25.31,25.38,1582600.0,6000.0,250.0,1994.0,2000.0,751.0,,770.0,1994.0,1666000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-06 10:38:43.992753
SPNG,25.1,25.1,25.18,1630300.0,679.0,4000.0,5500.0,448.0,2000.0,1879600.0,448.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-06 10:38:45.069206
SMMR,25.05,25.07,25.08,2014500.0,740.0,2000.0,,1913.0,2000.0,1912400.0,1913.0,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-06 10:38:45.069206
ATMN,25.1,24.98,25.1,1879300.0,710.0,,,1620.0,2000.0,1771200.0,1620.0,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-06 10:38:45.069206
WNTR,25.31,25.31,25.38,1813400.0,751.0,2000.0,,947.0,2000.0,1682500.0,947.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-06 10:38:45.069206
SPNG,25.28,25.12,25.28,6000.0,1527800.0,679.0,448.0,500.0,1905500.0,448.0,610.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-06 10:38:46.237678
SMMR,24.86,24.96,25.05,,2118600.0,723.0,1913.0,,1999000.0,1913.0,740.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-06 10:38:46.237678
ATMN,25.1,24.95,25.06,2000.0,1791200.0,710.0,,6000.0,1893000.0,,710.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-06 10:38:46.237678
WNTR,25.38,25.31,25.36,2000.0,1691400.0,751.0,1894.0,6000.0,1607100.0,1894.0,770.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-06 10:38:46.237678
SPNG,25.1,25.1,25.26,1736700.0,4000.0,250.0,6000.0,2005500.0,610.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-06 10:38:47.377433
SMMR,25.04,24.99,25.03,2224200.0,,,6000.0,1745900.0,646.0,6000.0,2503.0,1722.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-06 10:38:47.377433
ATMN,25.13,24.84,24.96,1779100.0,2000.0,,6000.0,1981500.0,,,6000.0,,609.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-06 10:38:47.377433
WNTR,25.2,25.2,25.34,1887200.0,,,6000.0,1701700.0,770.0,,,947.0,,947.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-06 10:38:47.377433
SPNG,25.1,24.95,25.08,2000.0,6000.0,1854800.0,6000.0,6000.0,1896300.0,679.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-06 10:38:47.940562
SMMR,25.03,24.99,25.03,,,1983000.0,6000.0,5750.0,1749400.0,740.0,861.0,723.0,2503.0,861.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-06 10:38:47.940562
ATMN,25.13,24.93,24.95,2000.0,5750.0,1692700.0,6000.0,6000.0,1772000.0,710.0,,710.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-06 10:38:47.940562
WNTR,25.13,25.12,25.13,,,1854300.0,6000.0,6000.0,1493700.0,770.0,958.0,,,958.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-06 10:38:47.940562
SPNG,24.89,24.95,24.99,6000.0,1953200.0,470.0,250.0,679.0,470.0,2000.0,1670400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-06 10:38:49.006738
SMMR,25.08,25.0,25.08,6000.0,2012900.0,947.0,6000.0,,947.0,,1751900.0,2000.0,2503.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-06 10:38:49.006738
ATMN,24.97,24.96,24.97,6000.0,1673100.0,,,,,2000.0,1881200.0,4000.0,6000.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-06 10:38:49.006738
WNTR,25.21,25.22,25.3,6000.0,1867700.0,,6000.0,770.0,,2000.0,1716400.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-06 10:38:49.006738
SPNG,25.0,25.0,25.06,1585900.0,6000.0,6000.0,470.0,567.0,4000.0,6000.0,679.0,470.0,1555600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-06 10:38:50.082675
SMMR,25.14,25.02,25.07,1753500.0,,6000.0,947.0,740.0,2000.0,2503.0,,,1887800.0,4000.0,5750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-06 10:38:50.082675
ATMN,24.97,24.97,25.09,1450800.0,250.0,6000.0,810.0,710.0,,1290.0,710.0,810.0,1793200.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-06 10:38:50.082675
WNTR,25.22,25.22,25.25,1694300.0,6000.0,6000.0,1912.0,666.0,4000.0,,770.0,1912.0,1504600.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-06 10:38:50.082675
SPNG,24.96,24.96,25.01,1720200.0,6000.0,250.0,941.0,567.0,6000.0,679.0,1518000.0,4000.0,941.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-06 10:38:51.139044
SMMR,25.15,25.15,25.21,2252800.0,,,1979.0,,,630.0,2086000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-06 10:38:51.139044
ATMN,25.1,25.1,25.2,1448600.0,6000.0,250.0,810.0,,,,2019700.0,,810.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-06 10:38:51.139044
WNTR,25.35,25.18,25.21,1669400.0,6000.0,,956.0,666.0,,,1918500.0,2000.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-06 10:38:51.139044
SPNG,25.28,24.97,24.99,6000.0,6000.0,659.0,1728900.0,894.0,645.0,2000500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-06 10:38:52.195250
SMMR,25.08,25.02,25.04,6000.0,6000.0,740.0,1882300.0,,6000.0,1657700.0,2000.0,6000.0,740.0,2000.0,890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-06 10:38:52.195250
ATMN,24.91,24.98,25.04,,500.0,,1887300.0,,6000.0,1830700.0,2000.0,250.0,710.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-06 10:38:52.195250
WNTR,25.21,25.22,25.24,250.0,6000.0,,1676200.0,996.0,,1716400.0,2000.0,250.0,753.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-06 10:38:52.195250
SPNG,24.86,24.86,25.05,2189800.0,645.0,606.0,2000.0,1650100.0,850.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-06 10:38:53.265465
SMMR,25.04,25.02,25.04,1850800.0,6000.0,740.0,2000.0,1657700.0,,1140.0,500.0,1870.0,630.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-06 10:38:53.265465
ATMN,24.98,24.98,24.99,1885500.0,,710.0,,1916800.0,,,500.0,,710.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-06 10:38:53.265465
WNTR,25.09,25.09,25.24,1935100.0,250.0,,2000.0,1716400.0,1992.0,,,,666.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-06 10:38:53.265465
SPNG,24.86,24.94,24.99,6000.0,1821800.0,659.0,1785.0,5355.0,6000.0,1785.0,679.0,2000.0,1537600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 10:38:54.343072
SMMR,24.96,24.96,25.04,,2216600.0,740.0,,,250.0,,740.0,2000.0,1911500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 10:38:54.343072
ATMN,24.96,24.91,24.96,2250.0,1713000.0,609.0,384.0,6000.0,6000.0,384.0,710.0,2000.0,1550000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 10:38:54.343072
WNTR,25.28,25.28,25.4,6000.0,1658900.0,770.0,,,,,,,1983700.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 10:38:54.343072
SPNG,24.54,24.86,24.94,6000.0,2085900.0,6000.0,6000.0,4000.0,679.0,1785.0,1335700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 10:38:55.406286
SMMR,25.03,25.02,25.03,,1974800.0,250.0,6000.0,4000.0,740.0,1870.0,1559000.0,6000.0,1870.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 10:38:55.406286
ATMN,24.96,24.91,24.96,2250.0,1830600.0,6000.0,6000.0,2000.0,710.0,384.0,1412000.0,,384.0,609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 10:38:55.406286
WNTR,25.28,25.28,25.4,6000.0,1764200.0,,,,,,1983700.0,6000.0,,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 10:38:55.406286
SPNG,25.38,24.86,24.92,6000.0,1767.0,569.0,2000.0,1723300.0,679.0,500.0,6000.0,1767.0,2000.0,1442800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 10:38:56.473258
SMMR,25.12,25.14,25.21,,935.0,740.0,,2066200.0,,,,,,2195600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 10:38:56.473258
ATMN,25.02,25.07,25.28,,,609.0,,2041500.0,,,,,,2094100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 10:38:56.473258
WNTR,25.29,25.28,25.29,250.0,1908.0,,,1781000.0,637.0,,,1908.0,2000.0,1734400.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 10:38:56.473258
SPNG,25.18,25.18,25.38,1625300.0,6000.0,250.0,662.0,1767.0,2000.0,2076700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 10:38:57.017734
SMMR,25.14,25.03,25.13,2068800.0,,,,888.0,2000.0,2100600.0,630.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 10:38:57.017734
ATMN,24.91,24.91,25.09,2025800.0,,,,,2000.0,1850800.0,710.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 10:38:57.017734
WNTR,25.26,25.26,25.29,1594700.0,6000.0,6000.0,770.0,1900.0,,1734400.0,756.0,,2000.0,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 10:38:57.017734
SPNG,24.94,24.7,25.37,6000.0,2000.0,1957500.0,2000.0,1826800.0,603.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 10:38:58.090151
SMMR,25.22,25.03,25.14,6000.0,2000.0,1934700.0,,2089800.0,,740.0,250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 10:38:58.090151
ATMN,24.6,24.6,24.96,,,2114500.0,,1745300.0,710.0,,250.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 10:38:58.090151
WNTR,25.4,25.26,25.38,250.0,2000.0,1799400.0,,1913700.0,756.0,770.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 10:38:58.090151
SPNG,24.93,24.94,24.99,6000.0,6000.0,6000.0,1708100.0,2000.0,6000.0,1651200.0,128.0,2000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 10:38:59.162960
SMMR,25.22,25.1,25.13,6000.0,,250.0,1688400.0,4000.0,,2089800.0,,2000.0,,740.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 10:38:59.162960
ATMN,24.58,24.58,24.88,,,,2092100.0,,6000.0,1618500.0,710.0,2000.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 10:38:59.162960
WNTR,25.4,25.28,25.39,6000.0,,250.0,1594700.0,4000.0,,2032900.0,,,,770.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 10:38:59.162960
SPNG,25.3,25.3,25.37,1611000.0,679.0,6000.0,6000.0,2000.0,2000.0,679.0,1826800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 10:39:00.214237
SMMR,25.21,25.12,25.15,1688400.0,740.0,6000.0,250.0,2000.0,2000.0,740.0,1883000.0,3750.0,7750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 10:39:00.214237
